#             eta             phi             dep             det    value      DetId
              -38              33               1              HF  1.07350   48005321
              -38              33               2              HF  0.96987   48009321
              -39              33               1              HF  0.97038   480053A1
              -39              33               2              HF  1.05054   480093A1
              -29              35               1              HF  1.07200   48004EA3
              -29              35               2              HF  0.94800   48008EA3
              -30              35               1              HF  0.96221   48004F23
              -30              35               2              HF  0.81875   48008F23
              -31              35               1              HF  0.97495   48004FA3
              -31              35               2              HF  0.93942   48008FA3
              -32              35               1              HF  0.97806   48005023
              -32              35               2              HF  0.90330   48009023
              -33              35               1              HF  0.93343   480050A3
              -33              35               2              HF  0.90409   480090A3
              -34              35               1              HF  1.01103   48005123
              -34              35               2              HF  0.99703   48009123
              -35              35               1              HF  1.07071   480051A3
              -35              35               2              HF  0.97647   480091A3
              -36              35               1              HF  1.06878   48005223
              -36              35               2              HF  0.93610   48009223
              -37              35               1              HF  1.03798   480052A3
              -37              35               2              HF  0.97798   480092A3
              -38              35               1              HF  0.96677   48005323
              -38              35               2              HF  0.93168   48009323
              -39              35               1              HF  0.90901   480053A3
              -39              35               2              HF  0.82469   480093A3
              -40              35               1              HF  0.99489   48005423
              -40              35               2              HF  0.98948   48009423
              -41              35               1              HF  1.07200   480054A3
              -41              35               2              HF  0.94800   480094A3
              -29              37               1              HF  1.07200   48004EA5
              -29              37               2              HF  0.94800   48008EA5
              -30              37               1              HF  1.25359   48004F25
              -30              37               2              HF  1.00912   48008F25
              -31              37               1              HF  1.10842   48004FA5
              -31              37               2              HF  1.03035   48008FA5
              -32              37               1              HF  1.06472   48005025
              -32              37               2              HF  0.99592   48009025
              -33              37               1              HF  0.98623   480050A5
              -33              37               2              HF  0.94374   480090A5
              -34              37               1              HF  0.98314   48005125
              -34              37               2              HF  0.91106   48009125
              -35              37               1              HF  0.95151   480051A5
              -35              37               2              HF  0.87571   480091A5
              -36              37               1              HF  1.09202   48005225
              -36              37               2              HF  0.98196   48009225
              -37              37               1              HF  1.12177   480052A5
              -37              37               2              HF  0.88578   480092A5
              -38              37               1              HF  1.11153   48005325
              -38              37               2              HF  0.94165   48009325
              -39              37               1              HF  0.86745   480053A5
              -39              37               2              HF  1.05802   480093A5
              -29              39               1              HF  1.07200   48004EA7
              -29              39               2              HF  0.94800   48008EA7
              -30              39               1              HF  1.34326   48004F27
              -30              39               2              HF  1.04177   48008F27
              -31              39               1              HF  1.07637   48004FA7
              -31              39               2              HF  1.08110   48008FA7
              -32              39               1              HF  1.20996   48005027
              -32              39               2              HF  0.97671   48009027
              -33              39               1              HF  1.08923   480050A7
              -33              39               2              HF  0.97024   480090A7
              -34              39               1              HF  1.06878   48005127
              -34              39               2              HF  0.98550   48009127
              -35              39               1              HF  1.19562   480051A7
              -35              39               2              HF  0.99144   480091A7
              -36              39               1              HF  1.17833   48005227
              -36              39               2              HF  0.92626   48009227
              -37              39               1              HF  1.04758   480052A7
              -37              39               2              HF  0.93469   480092A7
              -38              39               1              HF  0.97058   48005327
              -38              39               2              HF  0.96092   48009327
              -39              39               1              HF  0.90426   480053A7
              -39              39               2              HF  0.89356   480093A7
              -40              39               1              HF  1.21686   48005427
              -40              39               2              HF  1.03308   48009427
              -41              39               1              HF  1.07200   480054A7
              -41              39               2              HF  0.94800   480094A7
              -29              41               1              HF  1.07200   48004EA9
              -29              41               2              HF  0.94800   48008EA9
              -30              41               1              HF  1.11691   48004F29
              -30              41               2              HF  1.00312   48008F29
              -31              41               1              HF  0.99898   48004FA9
              -31              41               2              HF  0.91173   48008FA9
              -32              41               1              HF  1.21864   48005029
              -32              41               2              HF  1.09393   48009029
              -33              41               1              HF  1.12078   480050A9
              -33              41               2              HF  1.06695   480090A9
              -34              41               1              HF  1.03838   48005129
              -34              41               2              HF  1.00351   48009129
              -35              41               1              HF  1.16938   480051A9
              -35              41               2              HF  0.79511   480091A9
              -36              41               1              HF  1.15960   48005229
              -36              41               2              HF  0.94387   48009229
              -37              41               1              HF  1.19057   480052A9
              -37              41               2              HF  0.97050   480092A9
              -38              41               1              HF  1.06184   48005329
              -38              41               2              HF  1.12657   48009329
              -39              41               1              HF  0.95938   480053A9
              -39              41               2              HF  0.96712   480093A9
              -29              43               1              HF  1.46496   48004EAB
              -29              43               2              HF  1.31854   48008EAB
              -30              43               1              HF  1.22615   48004F2B
              -30              43               2              HF  1.08674   48008F2B
              -31              43               1              HF  1.40058   48004FAB
              -31              43               2              HF  1.07175   48008FAB
              -32              43               1              HF  1.36624   4800502B
              -32              43               2              HF  1.18678   4800902B
              -33              43               1              HF  1.33666   480050AB
              -33              43               2              HF  1.06728   480090AB
              -34              43               1              HF  1.37554   4800512B
              -34              43               2              HF  1.06845   4800912B
              -35              43               1              HF  1.31020   480051AB
              -35              43               2              HF  1.13626   480091AB
              -36              43               1              HF  1.25773   4800522B
              -36              43               2              HF  1.21263   4800922B
              -37              43               1              HF  1.30802   480052AB
              -37              43               2              HF  1.25028   480092AB
              -38              43               1              HF  1.22901   4800532B
              -38              43               2              HF  1.18598   4800932B
              -39              43               1              HF  1.19406   480053AB
              -39              43               2              HF  1.10862   480093AB
              -40              43               1              HF  1.40406   4800542B
              -40              43               2              HF  1.27695   4800942B
              -41              43               1              HF  1.07200   480054AB
              -41              43               2              HF  0.94800   480094AB
              -29              45               1              HF  1.07200   48004EAD
              -29              45               2              HF  0.94800   48008EAD
              -30              45               1              HF  1.08468   48004F2D
              -30              45               2              HF  0.91058   48008F2D
              -31              45               1              HF  1.00111   48004FAD
              -31              45               2              HF  0.90501   48008FAD
              -32              45               1              HF  0.97719   4800502D
              -32              45               2              HF  0.86261   4800902D
              -33              45               1              HF  1.12382   480050AD
              -33              45               2              HF  0.88732   480090AD
              -34              45               1              HF  1.10901   4800512D
              -34              45               2              HF  0.93061   4800912D
              -35              45               1              HF  1.08176   480051AD
              -35              45               2              HF  0.95450   480091AD
              -36              45               1              HF  0.99601   4800522D
              -36              45               2              HF  0.97381   4800922D
              -37              45               1              HF  1.06038   480052AD
              -37              45               2              HF  0.83582   480092AD
              -38              45               1              HF  1.03479   4800532D
              -38              45               2              HF  0.91252   4800932D
              -39              45               1              HF  0.83366   480053AD
              -39              45               2              HF  0.89418   480093AD
              -29              47               1              HF  1.07200   48004EAF
              -29              47               2              HF  0.94800   48008EAF
              -30              47               1              HF  1.15096   48004F2F
              -30              47               2              HF  0.99123   48008F2F
              -31              47               1              HF  1.08200   48004FAF
              -31              47               2              HF  0.86364   48008FAF
              -32              47               1              HF  1.12163   4800502F
              -32              47               2              HF  1.15339   4800902F
              -33              47               1              HF  1.00164   480050AF
              -33              47               2              HF  0.93713   480090AF
              -34              47               1              HF  1.02297   4800512F
              -34              47               2              HF  0.78988   4800912F
              -35              47               1              HF  1.08199   480051AF
              -35              47               2              HF  0.94585   480091AF
              -36              47               1              HF  1.04230   4800522F
              -36              47               2              HF  0.91959   4800922F
              -37              47               1              HF  0.98039   480052AF
              -37              47               2              HF  0.91913   480092AF
              -38              47               1              HF  0.97153   4800532F
              -38              47               2              HF  0.92033   4800932F
              -39              47               1              HF  0.99928   480053AF
              -39              47               2              HF  0.99020   480093AF
              -40              47               1              HF  1.08395   4800542F
              -40              47               2              HF  0.88104   4800942F
              -41              47               1              HF  1.07200   480054AF
              -41              47               2              HF  0.94800   480094AF
              -29              49               1              HF  1.07200   48004EB1
              -29              49               2              HF  0.94800   48008EB1
              -30              49               1              HF  1.09113   48004F31
              -30              49               2              HF  0.92545   48008F31
              -31              49               1              HF  1.03236   48004FB1
              -31              49               2              HF  0.91194   48008FB1
              -32              49               1              HF  0.95113   48005031
              -32              49               2              HF  0.93162   48009031
              -33              49               1              HF  1.05135   480050B1
              -33              49               2              HF  0.90825   480090B1
              -34              49               1              HF  1.04007   48005131
              -34              49               2              HF  0.98970   48009131
              -35              49               1              HF  1.00958   480051B1
              -35              49               2              HF  0.88959   480091B1
              -36              49               1              HF  1.08123   48005231
              -36              49               2              HF  0.98143   48009231
              -37              49               1              HF  0.97703   480052B1
              -37              49               2              HF  0.93387   480092B1
              -38              49               1              HF  1.04081   48005331
              -38              49               2              HF  0.89172   48009331
              -39              49               1              HF  0.90442   480053B1
              -39              49               2              HF  0.91756   480093B1
              -29              51               1              HF  1.07200   48004EB3
              -29              51               2              HF  0.94800   48008EB3
              -30              51               1              HF  0.97275   48004F33
              -30              51               2              HF  0.90984   48008F33
              -31              51               1              HF  1.11698   48004FB3
              -31              51               2              HF  0.93395   48008FB3
              -32              51               1              HF  1.04783   48005033
              -32              51               2              HF  0.88994   48009033
              -33              51               1              HF  1.03935   480050B3
              -33              51               2              HF  0.91879   480090B3
              -34              51               1              HF  1.07897   48005133
              -34              51               2              HF  0.99786   48009133
              -35              51               1              HF  1.02713   480051B3
              -35              51               2              HF  0.80840   480091B3
              -36              51               1              HF  1.06902   48005233
              -36              51               2              HF  0.95946   48009233
              -37              51               1              HF  1.01909   480052B3
              -37              51               2              HF  1.02454   480092B3
              -38              51               1              HF  0.95879   48005333
              -38              51               2              HF  0.96209   48009333
              -39              51               1              HF  0.93951   480053B3
              -39              51               2              HF  0.86554   480093B3
              -40              51               1              HF  1.17005   48005433
              -40              51               2              HF  1.03815   48009433
              -41              51               1              HF  1.07200   480054B3
              -41              51               2              HF  0.94800   480094B3
              -29              53               1              HF  1.07200   48004EB5
              -29              53               2              HF  0.94800   48008EB5
              -30              53               1              HF  0.97436   48004F35
              -30              53               2              HF  0.83602   48008F35
              -31              53               1              HF  1.12854   48004FB5
              -31              53               2              HF  0.97062   48008FB5
              -32              53               1              HF  1.09403   48005035
              -32              53               2              HF  0.93866   48009035
              -33              53               1              HF  1.02725   480050B5
              -33              53               2              HF  0.96850   480090B5
              -34              53               1              HF  1.20845   48005135
              -34              53               2              HF  1.00570   48009135
              -35              53               1              HF  1.15303   480051B5
              -35              53               2              HF  1.00797   480091B5
              -36              53               1              HF  1.15111   48005235
              -36              53               2              HF  0.94677   48009235
              -37              53               1              HF  1.07888   480052B5
              -37              53               2              HF  0.95040   480092B5
              -38              53               1              HF  1.19219   48005335
              -38              53               2              HF  0.92475   48009335
              -39              53               1              HF  1.11503   480053B5
              -39              53               2              HF  1.16592   480093B5
              -29              55               1              HF  1.07200   48004EB7
              -29              55               2              HF  0.94800   48008EB7
              -30              55               1              HF  1.01161   48004F37
              -30              55               2              HF  0.77800   48008F37
              -31              55               1              HF  1.07156   48004FB7
              -31              55               2              HF  0.85954   48008FB7
              -32              55               1              HF  1.06325   48005037
              -32              55               2              HF  0.86208   48009037
              -33              55               1              HF  1.16450   480050B7
              -33              55               2              HF  0.98474   480090B7
              -34              55               1              HF  1.05673   48005137
              -34              55               2              HF  1.04024   48009137
              -35              55               1              HF  1.16135   480051B7
              -35              55               2              HF  1.08753   480091B7
              -36              55               1              HF  1.11031   48005237
              -36              55               2              HF  0.90893   48009237
              -37              55               1              HF  0.99140   480052B7
              -37              55               2              HF  0.94804   480092B7
              -38              55               1              HF  1.06135   48005337
              -38              55               2              HF  0.95120   48009337
              -39              55               1              HF  1.02782   480053B7
              -39              55               2              HF  0.92303   480093B7
              -40              55               1              HF  1.11194   48005437
              -40              55               2              HF  0.99372   48009437
              -41              55               1              HF  1.07200   480054B7
              -41              55               2              HF  0.94800   480094B7
              -29              57               1              HF  1.07200   48004EB9
              -29              57               2              HF  0.94800   48008EB9
              -30              57               1              HF  0.92214   48004F39
              -30              57               2              HF  0.86963   48008F39
              -31              57               1              HF  1.02883   48004FB9
              -31              57               2              HF  0.93414   48008FB9
              -32              57               1              HF  1.11150   48005039
              -32              57               2              HF  0.88864   48009039
              -33              57               1              HF  1.18431   480050B9
              -33              57               2              HF  0.98930   480090B9
              -34              57               1              HF  1.14888   48005139
              -34              57               2              HF  0.96047   48009139
              -35              57               1              HF  1.07728   480051B9
              -35              57               2              HF  0.80016   480091B9
              -36              57               1              HF  1.06985   48005239
              -36              57               2              HF  0.90935   48009239
              -37              57               1              HF  1.03095   480052B9
              -37              57               2              HF  0.93269   480092B9
              -38              57               1              HF  1.02942   48005339
              -38              57               2              HF  0.89125   48009339
              -39              57               1              HF  1.02834   480053B9
              -39              57               2              HF  0.82131   480093B9
              -29              59               1              HF  1.07200   48004EBB
              -29              59               2              HF  0.94800   48008EBB
              -30              59               1              HF  1.06721   48004F3B
              -30              59               2              HF  0.89911   48008F3B
              -31              59               1              HF  1.10386   48004FBB
              -31              59               2              HF  1.08826   48008FBB
              -32              59               1              HF  1.14512   4800503B
              -32              59               2              HF  1.00681   4800903B
              -33              59               1              HF  1.17005   480050BB
              -33              59               2              HF  0.96514   480090BB
              -34              59               1              HF  1.10064   4800513B
              -34              59               2              HF  0.88517   4800913B
              -35              59               1              HF  1.12922   480051BB
              -35              59               2              HF  1.00652   480091BB
              -36              59               1              HF  1.01918   4800523B
              -36              59               2              HF  0.91964   4800923B
              -37              59               1              HF  1.06731   480052BB
              -37              59               2              HF  1.13129   480092BB
              -38              59               1              HF  0.90160   4800533B
              -38              59               2              HF  1.05737   4800933B
              -39              59               1              HF  0.99291   480053BB
              -39              59               2              HF  1.19573   480093BB
              -40              59               1              HF  1.18797   4800543B
              -40              59               2              HF  0.94609   4800943B
              -41              59               1              HF  1.07200   480054BB
              -41              59               2              HF  0.94800   480094BB
              -29              61               1              HF  1.07200   48004EBD
              -29              61               2              HF  0.94800   48008EBD
              -30              61               1              HF  1.11722   48004F3D
              -30              61               2              HF  1.01571   48008F3D
              -31              61               1              HF  1.14089   48004FBD
              -31              61               2              HF  0.93920   48008FBD
              -32              61               1              HF  1.25596   4800503D
              -32              61               2              HF  0.87316   4800903D
              -33              61               1              HF  1.07824   480050BD
              -33              61               2              HF  0.97361   480090BD
              -34              61               1              HF  1.07295   4800513D
              -34              61               2              HF  1.00969   4800913D
              -35              61               1              HF  1.13549   480051BD
              -35              61               2              HF  0.91442   480091BD
              -36              61               1              HF  1.02726   4800523D
              -36              61               2              HF  1.14665   4800923D
              -37              61               1              HF  1.09479   480052BD
              -37              61               2              HF  1.04234   480092BD
              -38              61               1              HF  1.24779   4800533D
              -38              61               2              HF  0.95629   4800933D
              -39              61               1              HF  0.95780   480053BD
              -39              61               2              HF  1.16937   480093BD
              -29              63               1              HF  1.07200   48004EBF
              -29              63               2              HF  0.94800   48008EBF
              -30              63               1              HF  1.10992   48004F3F
              -30              63               2              HF  0.98474   48008F3F
              -31              63               1              HF  1.01710   48004FBF
              -31              63               2              HF  0.87845   48008FBF
              -32              63               1              HF  0.99258   4800503F
              -32              63               2              HF  0.87161   4800903F
              -33              63               1              HF  1.06167   480050BF
              -33              63               2              HF  0.95909   480090BF
              -34              63               1              HF  0.94959   4800513F
              -34              63               2              HF  0.87829   4800913F
              -35              63               1              HF  1.06015   480051BF
              -35              63               2              HF  0.91540   480091BF
              -36              63               1              HF  1.01259   4800523F
              -36              63               2              HF  0.93045   4800923F
              -37              63               1              HF  1.05400   480052BF
              -37              63               2              HF  1.05020   480092BF
              -38              63               1              HF  1.00436   4800533F
              -38              63               2              HF  0.92950   4800933F
              -39              63               1              HF  0.96380   480053BF
              -39              63               2              HF  1.02305   480093BF
              -40              63               1              HF  0.92358   4800543F
              -40              63               2              HF  0.84613   4800943F
              -41              63               1              HF  1.07200   480054BF
              -41              63               2              HF  0.94800   480094BF
              -29              65               1              HF  1.07200   48004EC1
              -29              65               2              HF  0.94800   48008EC1
              -30              65               1              HF  1.15276   48004F41
              -30              65               2              HF  0.92922   48008F41
              -31              65               1              HF  0.95134   48004FC1
              -31              65               2              HF  0.94378   48008FC1
              -32              65               1              HF  1.03811   48005041
              -32              65               2              HF  0.96425   48009041
              -33              65               1              HF  1.19722   480050C1
              -33              65               2              HF  0.95551   480090C1
              -34              65               1              HF  1.08064   48005141
              -34              65               2              HF  1.03485   48009141
              -35              65               1              HF  1.00691   480051C1
              -35              65               2              HF  0.92056   480091C1
              -36              65               1              HF  1.06598   48005241
              -36              65               2              HF  0.99185   48009241
              -37              65               1              HF  0.93322   480052C1
              -37              65               2              HF  0.84382   480092C1
              -38              65               1              HF  0.93927   48005341
              -38              65               2              HF  0.92110   48009341
              -39              65               1              HF  1.21590   480053C1
              -39              65               2              HF  1.43450   480093C1
              -29              67               1              HF  1.07200   48004EC3
              -29              67               2              HF  0.94800   48008EC3
              -30              67               1              HF  1.03618   48004F43
              -30              67               2              HF  0.88601   48008F43
              -31              67               1              HF  0.97513   48004FC3
              -31              67               2              HF  0.97420   48008FC3
              -32              67               1              HF  1.01192   48005043
              -32              67               2              HF  0.93230   48009043
              -33              67               1              HF  1.02899   480050C3
              -33              67               2              HF  0.88703   480090C3
              -34              67               1              HF  1.06025   48005143
              -34              67               2              HF  0.89978   48009143
              -35              67               1              HF  1.12799   480051C3
              -35              67               2              HF  1.05504   480091C3
              -36              67               1              HF  1.06020   48005243
              -36              67               2              HF  0.83794   48009243
              -37              67               1              HF  1.11936   480052C3
              -37              67               2              HF  0.99684   480092C3
              -38              67               1              HF  1.10150   48005343
              -38              67               2              HF  1.01488   48009343
              -39              67               1              HF  1.17774   480053C3
              -39              67               2              HF  0.96723   480093C3
              -40              67               1              HF  1.04331   48005443
              -40              67               2              HF  0.91172   48009443
              -41              67               1              HF  1.07200   480054C3
              -41              67               2              HF  0.94800   480094C3
              -29              69               1              HF  1.07200   48004EC5
              -29              69               2              HF  0.94800   48008EC5
              -30              69               1              HF  1.29483   48004F45
              -30              69               2              HF  1.04909   48008F45
              -31              69               1              HF  1.13817   48004FC5
              -31              69               2              HF  0.99895   48008FC5
              -32              69               1              HF  1.05796   48005045
              -32              69               2              HF  1.08628   48009045
              -33              69               1              HF  1.21967   480050C5
              -33              69               2              HF  0.90037   480090C5
              -34              69               1              HF  1.04693   48005145
              -34              69               2              HF  1.11289   48009145
              -35              69               1              HF  1.22669   480051C5
              -35              69               2              HF  0.97070   480091C5
              -36              69               1              HF  1.06806   48005245
              -36              69               2              HF  0.97212   48009245
              -37              69               1              HF  1.04105   480052C5
              -37              69               2              HF  0.96191   480092C5
              -38              69               1              HF  1.09823   48005345
              -38              69               2              HF  0.87130   48009345
              -39              69               1              HF  0.93917   480053C5
              -39              69               2              HF  0.88252   480093C5
              -29              71               1              HF  1.07200   48004EC7
              -29              71               2              HF  0.94800   48008EC7
              -30              71               1              HF  1.11115   48004F47
              -30              71               2              HF  0.95769   48008F47
              -31              71               1              HF  1.12039   48004FC7
              -31              71               2              HF  0.98334   48008FC7
              -32              71               1              HF  1.01355   48005047
              -32              71               2              HF  0.94973   48009047
              -33              71               1              HF  1.14909   480050C7
              -33              71               2              HF  0.98979   480090C7
              -34              71               1              HF  1.17688   48005147
              -34              71               2              HF  0.94076   48009147
              -35              71               1              HF  1.12936   480051C7
              -35              71               2              HF  1.04960   480091C7
              -36              71               1              HF  1.13738   48005247
              -36              71               2              HF  0.97119   48009247
              -37              71               1              HF  1.04513   480052C7
              -37              71               2              HF  1.00882   480092C7
              -38              71               1              HF  1.02820   48005347
              -38              71               2              HF  1.05905   48009347
              -39              71               1              HF  0.99793   480053C7
              -39              71               2              HF  0.96786   480093C7
              -40              71               1              HF  1.10098   48005447
              -40              71               2              HF  0.95305   48009447
              -41              71               1              HF  1.07200   480054C7
              -41              71               2              HF  0.94800   480094C7
               29               1               1              HF  1.03200   48006E81
               29               1               2              HF  0.97800   4800AE81
               30               1               1              HF  1.11111   48006F01
               30               1               2              HF  0.96168   4800AF01
               31               1               1              HF  1.16278   48006F81
               31               1               2              HF  1.15143   4800AF81
               32               1               1              HF  1.05333   48007001
               32               1               2              HF  0.99192   4800B001
               33               1               1              HF  0.92567   48007081
               33               1               2              HF  1.03968   4800B081
               34               1               1              HF  1.09583   48007101
               34               1               2              HF  0.90498   4800B101
               35               1               1              HF  1.24911   48007181
               35               1               2              HF  0.95835   4800B181
               36               1               1              HF  1.17829   48007201
               36               1               2              HF  1.13996   4800B201
               37               1               1              HF  1.25829   48007281
               37               1               2              HF  1.11707   4800B281
               38               1               1              HF  0.95135   48007301
               38               1               2              HF  1.12686   4800B301
               39               1               1              HF  1.12318   48007381
               39               1               2              HF  0.96908   4800B381
               29               3               1              HF  1.03200   48006E83
               29               3               2              HF  0.97800   4800AE83
               30               3               1              HF  1.38533   48006F03
               30               3               2              HF  1.03858   4800AF03
               31               3               1              HF  1.17876   48006F83
               31               3               2              HF  0.84440   4800AF83
               32               3               1              HF  0.93610   48007003
               32               3               2              HF  1.26943   4800B003
               33               3               1              HF  1.27331   48007083
               33               3               2              HF  0.86288   4800B083
               34               3               1              HF  1.04570   48007103
               34               3               2              HF  0.98635   4800B103
               35               3               1              HF  1.32485   48007183
               35               3               2              HF  1.06339   4800B183
               36               3               1              HF  1.06781   48007203
               36               3               2              HF  0.92380   4800B203
               37               3               1              HF  0.87153   48007283
               37               3               2              HF  0.85015   4800B283
               38               3               1              HF  1.08320   48007303
               38               3               2              HF  1.02445   4800B303
               39               3               1              HF  0.96995   48007383
               39               3               2              HF  1.08517   4800B383
               40               3               1              HF  1.08677   48007403
               40               3               2              HF  0.89301   4800B403
               41               3               1              HF  1.03200   48007483
               41               3               2              HF  0.97800   4800B483
               29               5               1              HF  1.03200   48006E85
               29               5               2              HF  0.97800   4800AE85
               30               5               1              HF  1.06212   48006F05
               30               5               2              HF  0.89583   4800AF05
               31               5               1              HF  1.05093   48006F85
               31               5               2              HF  0.98853   4800AF85
               32               5               1              HF  1.04961   48007005
               32               5               2              HF  0.98873   4800B005
               33               5               1              HF  1.13421   48007085
               33               5               2              HF  1.05941   4800B085
               34               5               1              HF  1.04584   48007105
               34               5               2              HF  0.99678   4800B105
               35               5               1              HF  1.02401   48007185
               35               5               2              HF  0.97383   4800B185
